<NUMBER OF ZONES> 1117
<NUMBER OF NODES> 7466
<FIRST THRU NODE> 1118
<NUMBER OF LINKS> 18710
<END OF METADATA>

~	Tail	Head	Capacity	Length	FFT	B	Power	Speed	Toll	Type	;
	403	3162	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	3162	403	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	403	3157	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	3157	403	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	437	3134	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	3134	437	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	437	3125	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	3125	437	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	371	3159	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3159	371	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	402	3128	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3128	402	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	403	3166	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3166	403	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	404	3161	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3161	404	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	404	3168	100000	422.4	0.24000024	0.15	4	19.99998	0	1	;
	3168	404	100000	422.4	0.24000024	0.15	4	19.99998	0	1	;
	373	3171	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	3171	373	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	373	3160	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3160	373	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	372	3162	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3162	372	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	372	3160	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	3160	372	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	482	3176	100000	2587.2	1.47000147	0.15	4	19.99998	0	1	;
	3176	482	100000	2587.2	1.47000147	0.15	4	19.99998	0	1	;
	483	3178	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3178	483	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	456	3038	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	3038	456	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	457	3183	100000	2217.6	1.26000126	0.15	4	19.99998	0	1	;
	3183	457	100000	2217.6	1.26000126	0.15	4	19.99998	0	1	;
	457	3185	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3185	457	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	482	3202	100000	2534.4	1.44000144	0.15	4	19.99998	0	1	;
	3202	482	100000	2534.4	1.44000144	0.15	4	19.99998	0	1	;
	481	3202	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	3202	481	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	482	3174	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	3174	482	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	483	3182	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	3182	483	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	456	3214	100000	3537.6	2.01000201	0.15	4	19.99998	0	1	;
	3214	456	100000	3537.6	2.01000201	0.15	4	19.99998	0	1	;
	477	3032	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	3032	477	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	477	3215	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	3215	477	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	477	3225	100000	1056	0.6000006	0.15	4	19.99998	0	1	;
	3225	477	100000	1056	0.6000006	0.15	4	19.99998	0	1	;
	456	3188	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	3188	456	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	484	3228	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3228	484	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	457	3234	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3234	457	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	441	2885	100000	2112	1.2000012	0.15	4	19.99998	0	1	;
	2885	441	100000	2112	1.2000012	0.15	4	19.99998	0	1	;
	441	3238	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3238	441	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	441	3235	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3235	441	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	419	2875	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	2875	419	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	410	3255	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3255	410	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	410	3257	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	3257	410	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	454	3278	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3278	454	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	408	3279	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	3279	408	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	440	3021	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3021	440	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	440	3288	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3288	440	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	455	3280	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	3280	455	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	407	3298	100000	475.2	0.27000027	0.15	4	19.99998	0	1	;
	3298	407	100000	475.2	0.27000027	0.15	4	19.99998	0	1	;
	407	3299	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	3299	407	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	374	3026	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3026	374	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	374	2779	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	2779	374	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	374	2777	100000	528	0.3000003	0.15	4	19.99998	0	1	;
	2777	374	100000	528	0.3000003	0.15	4	19.99998	0	1	;
	385	2785	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	2785	385	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	385	2783	100000	422.4	0.24000024	0.15	4	19.99998	0	1	;
	2783	385	100000	422.4	0.24000024	0.15	4	19.99998	0	1	;
	420	3366	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3366	420	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	420	3367	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	3367	420	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	419	3270	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	3270	419	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	409	3274	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	3274	409	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	409	3372	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3372	409	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	419	2887	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	2887	419	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	410	3385	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	3385	410	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	421	3474	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	3474	421	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	421	3473	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3473	421	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	421	3475	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3475	421	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	421	2874	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	2874	421	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	263	3517	100000	1689.6	0.96000096	0.15	4	19.99998	0	1	;
	3517	263	100000	1689.6	0.96000096	0.15	4	19.99998	0	1	;
	273	3522	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	3522	273	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	261	3527	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3527	261	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	236	3542	100000	1742.4	0.99000099	0.15	4	19.99998	0	1	;
	3542	236	100000	1742.4	0.99000099	0.15	4	19.99998	0	1	;
	333	3505	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	3505	333	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	321	3557	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	3557	321	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	291	3512	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	3512	291	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	279	3562	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3562	279	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	264	3519	100000	2164.8	1.23000123	0.15	4	19.99998	0	1	;
	3519	264	100000	2164.8	1.23000123	0.15	4	19.99998	0	1	;
	249	3587	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3587	249	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	235	3589	100000	1689.6	0.96000096	0.15	4	19.99998	0	1	;
	3589	235	100000	1689.6	0.96000096	0.15	4	19.99998	0	1	;
	202	3597	100000	2323.2	1.32000132	0.15	4	19.99998	0	1	;
	3597	202	100000	2323.2	1.32000132	0.15	4	19.99998	0	1	;
	358	3611	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	3611	358	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	344	3618	100000	475.2	0.27000027	0.15	4	19.99998	0	1	;
	3618	344	100000	475.2	0.27000027	0.15	4	19.99998	0	1	;
	326	3629	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3629	326	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	327	3631	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	3631	327	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	316	3632	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	3632	316	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	274	3507	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	3507	274	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	356	3612	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	3612	356	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	356	3638	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	3638	356	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	320	3644	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3644	320	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	328	3640	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3640	328	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	319	3642	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	3642	319	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	355	3689	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	3689	355	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	355	3638	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	3638	355	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	358	3612	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3612	358	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	358	3637	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3637	358	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	355	3709	100000	2059.2	1.17000117	0.15	4	19.99998	0	1	;
	3709	355	100000	2059.2	1.17000117	0.15	4	19.99998	0	1	;
	343	3716	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	3716	343	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	355	3725	100000	2164.8	1.23000123	0.15	4	19.99998	0	1	;
	3725	355	100000	2164.8	1.23000123	0.15	4	19.99998	0	1	;
	343	3619	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	3619	343	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	343	3715	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3715	343	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	325	3732	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3732	325	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	325	3740	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	3740	325	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	327	3647	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	3647	327	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	326	3630	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	3630	326	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	325	3750	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3750	325	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	325	3751	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3751	325	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	316	3746	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3746	316	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	316	3733	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3733	316	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	285	3752	100000	2217.6	1.26000126	0.15	4	19.99998	0	1	;
	3752	285	100000	2217.6	1.26000126	0.15	4	19.99998	0	1	;
	285	3760	100000	422.4	0.24000024	0.15	4	19.99998	0	1	;
	3760	285	100000	422.4	0.24000024	0.15	4	19.99998	0	1	;
	285	3735	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3735	285	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	286	3761	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3761	286	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	274	3503	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	3503	274	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	356	3617	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3617	356	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	362	3767	100000	2270.4	1.29000129	0.15	4	19.99998	0	1	;
	3767	362	100000	2270.4	1.29000129	0.15	4	19.99998	0	1	;
	386	3768	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	3768	386	100000	950.4	0.54000054	0.15	4	19.99998	0	1	;
	347	3771	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	3771	347	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	331	3661	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	3661	331	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	331	3774	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3774	331	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	375	3807	100000	528	0.3000003	0.15	4	19.99998	0	1	;
	3807	375	100000	528	0.3000003	0.15	4	19.99998	0	1	;
	375	3808	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	3808	375	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	375	3810	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	3810	375	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	375	2762	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	2762	375	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	356	3666	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3666	356	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	386	2831	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	2831	386	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	347	3769	100000	475.2	0.27000027	0.15	4	19.99998	0	1	;
	3769	347	100000	475.2	0.27000027	0.15	4	19.99998	0	1	;
	345	3822	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	3822	345	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	346	3823	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	3823	346	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	330	3651	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3651	330	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	331	3773	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3773	331	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	345	3639	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	3639	345	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	345	3764	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	3764	345	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	346	3825	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3825	346	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	346	3770	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	3770	346	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	346	3821	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	3821	346	100000	1425.6	0.81000081	0.15	4	19.99998	0	1	;
	331	3827	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	3827	331	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	330	3652	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3652	330	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	388	3831	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3831	388	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	348	3834	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	3834	348	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	349	3841	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3841	349	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	387	3857	100000	158.4	0.09000009	0.15	4	19.99998	0	1	;
	3857	387	100000	158.4	0.09000009	0.15	4	19.99998	0	1	;
	388	3840	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3840	388	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	387	3855	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	3855	387	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	388	2764	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	2764	388	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	348	3848	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	3848	348	100000	1636.8	0.93000093	0.15	4	19.99998	0	1	;
	363	3776	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	3776	363	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	348	3862	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3862	348	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	389	3831	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	3831	389	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	389	3543	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	3543	389	100000	686.4	0.39000039	0.15	4	19.99998	0	1	;
	389	2765	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	2765	389	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	389	3864	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	3864	389	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	349	3847	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	3847	349	100000	1267.2	0.72000072	0.15	4	19.99998	0	1	;
	349	3778	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	3778	349	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	349	3844	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	3844	349	100000	633.6	0.36000036	0.15	4	19.99998	0	1	;
	332	3865	100000	2270.4	1.29000129	0.15	4	19.99998	0	1	;
	3865	332	100000	2270.4	1.29000129	0.15	4	19.99998	0	1	;
	332	3774	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3774	332	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	332	3866	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	3866	332	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	320	3655	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3655	320	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	320	3877	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	3877	320	100000	1003.2	0.57000057	0.15	4	19.99998	0	1	;
	320	3868	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	3868	320	100000	1478.4	0.84000084	0.15	4	19.99998	0	1	;
	289	3880	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3880	289	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	289	3881	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3881	289	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	289	3882	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	3882	289	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	276	3886	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	3886	276	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	278	3894	100000	2270.4	1.29000129	0.15	4	19.99998	0	1	;
	3894	278	100000	2270.4	1.29000129	0.15	4	19.99998	0	1	;
	328	3650	100000	2164.8	1.23000123	0.15	4	19.99998	0	1	;
	3650	328	100000	2164.8	1.23000123	0.15	4	19.99998	0	1	;
	317	3900	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3900	317	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	317	3897	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	3897	317	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	318	3903	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	3903	318	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	318	3901	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	3901	318	100000	1214.4	0.69000069	0.15	4	19.99998	0	1	;
	328	3906	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3906	328	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	328	3645	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	3645	328	100000	580.8	0.33000033	0.15	4	19.99998	0	1	;
	317	3899	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	3899	317	100000	897.6	0.51000051	0.15	4	19.99998	0	1	;
	317	3908	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	3908	317	100000	1531.2	0.87000087	0.15	4	19.99998	0	1	;
	318	3902	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3902	318	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	329	3910	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	3910	329	100000	792	0.45000045	0.15	4	19.99998	0	1	;
	289	3878	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3878	289	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	287	3634	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	3634	287	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	288	3913	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3913	288	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	276	3914	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	3914	276	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	276	3912	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	3912	276	100000	1795.2	1.02000102	0.15	4	19.99998	0	1	;
	287	3653	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3653	287	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	287	3883	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3883	287	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	288	3914	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	3914	288	100000	844.8	0.48000048	0.15	4	19.99998	0	1	;
	288	3881	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	3881	288	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	276	3887	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	3887	276	100000	2006.4	1.14000114	0.15	4	19.99998	0	1	;
	319	3654	100000	1742.4	0.99000099	0.15	4	19.99998	0	1	;
	3654	319	100000	1742.4	0.99000099	0.15	4	19.99998	0	1	;
	290	3917	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	3917	290	100000	1320	0.75000075	0.15	4	19.99998	0	1	;
	290	3512	100000	3009.6	1.71000171	0.15	4	19.99998	0	1	;
	3512	290	100000	3009.6	1.71000171	0.15	4	19.99998	0	1	;
	290	3918	100000	2323.2	1.32000132	0.15	4	19.99998	0	1	;
	3918	290	100000	2323.2	1.32000132	0.15	4	19.99998	0	1	;
	319	3916	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3916	319	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	290	3919	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	3919	290	100000	739.2	0.42000042	0.15	4	19.99998	0	1	;
	277	3924	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	3924	277	100000	1900.8	1.08000108	0.15	4	19.99998	0	1	;
	277	3925	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	3925	277	100000	1161.6	0.66000066	0.15	4	19.99998	0	1	;
	278	3893	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	3893	278	100000	1108.8	0.63000063	0.15	4	19.99998	0	1	;
	263	3529	100000	1056	0.6000006	0.15	4	19.99998	0	1	;
	3529	263	100000	1056	0.6000006	0.15	4	19.99998	0	1	;
	263	3924	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3924	263	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	277	3891	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	3891	277	100000	1953.6	1.11000111	0.15	4	19.99998	0	1	;
	277	3927	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	3927	277	100000	1372.8	0.78000078	0.15	4	19.99998	0	1	;
	278	3560	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	3560	278	100000	1584	0.9000009	0.15	4	19.99998	0	1	;
	214	3937	100000	1689.6	0.96000096	0.15	4	19.99998	0	1	;
